Year,District Code,District Name,NSPF School Code,School Name,School Type,Total Index Score,Star Rating,Title I Status,% Proficient ELA,% Proficient Math,% Proficient Science,95% Participation Met Mathematics,95% Participation Met ELA,Participation Warning,Participation Penalty,Continuing Participation Penalty,% Meeting AGP ELA,% Meeting AGP Math,% Meeting AGP EL,NAC 389.445 Credit Requirements (8th Grade),9th Grade Credit Sufficiency,CCR Participation,CCR Completion,Advanced Diploma,4-Year Graduation Rate,5-Year Graduation Rate,Chronic Absenteeism,CSI,Yrs In Designation As CSI,TSI,Yrs In Designation As TSI,ATSI,Yrs In Designation As ATSI
2017,02,Clark,02076.1,Duncan ES,Regular,41.5,2,YES,46,31.3,N/A,YES,YES,NO,NO,NO,45.1,26,40,N/A,N/A,,,,N/A,N/A,12.8,NO,N/A,NO,N/A,NO,N/A
2017,02,Clark,02077.1,Wallin ES,Regular,91,5,NO,82.8,76.4,N/A,YES,YES,NO,NO,NO,70.7,53,76.9,N/A,N/A,,,,N/A,N/A,5.5,NO,N/A,NO,N/A,NO,N/A
2017,02,Clark,02078.1,Stuckey ES,Regular,74,4,NO,64.9,66.3,N/A,YES,YES,NO,NO,NO,56.5,52.2,49,N/A,N/A,,,,N/A,N/A,9.2,NO,N/A,NO,N/A,NO,N/A
2017,02,Clark,02079.1,Keller  ES,Regular,39.5,2,YES,43.7,28.6,N/A,YES,YES,NO,NO,NO,50,19.4,39,N/A,N/A,,,,N/A,N/A,12,NO,N/A,NO,N/A,NO,N/A
2017,02,Clark,02080.1,Fine  ES,Regular,67,4,YES,58.6,47.1,N/A,YES,YES,NO,NO,NO,50.8,40.7,59.7,N/A,N/A,,,,N/A,N/A,9.7,NO,N/A,NO,N/A,NO,N/A
2017,02,Clark,02081.1,Bozarth  ES,Regular,86,5,NO,67.9,55.1,N/A,YES,YES,NO,NO,NO,55,54.8,68.4,N/A,N/A,,,,N/A,N/A,6.4,NO,N/A,NO,N/A,NO,N/A
2017,02,Clark,02082.1,Triggs E.S. ES,Regular,72,4,NO,57.7,51.6,N/A,YES,YES,YES,NO,NO,47.2,48,73.3,N/A,N/A,,,,N/A,N/A,7.4,NO,N/A,NO,N/A,NO,N/A
2017,02,Clark,02083.1,ORoarke  ES,Regular,96.5,5,NO,77.5,65.3,N/A,YES,YES,NO,NO,NO,73,50.9,60,N/A,N/A,,,,N/A,N/A,8.4,NO,N/A,NO,N/A,NO,N/A
2017,02,Clark,02084.1,Reedom ES,Regular,56,3,NO,55.9,43.6,N/A,YES,YES,NO,NO,NO,52.3,34.8,45.9,N/A,N/A,,,,N/A,N/A,6.7,NO,N/A,NO,N/A,NO,N/A
2017,02,Clark,02085.1,Diaz ES,Regular,75.5,4,YES,39.7,31.7,N/A,YES,YES,NO,NO,NO,61.6,53.3,45.4,N/A,N/A,,,,N/A,N/A,11.4,NO,N/A,NO,N/A,NO,N/A
