"Group Summary Report"
"Cohort 4Yr Graduation Rates (Reported for Prior School Year)"

"Organization Code",Group,"Accountability Year","Graduating Class of","Total Students","Total Graduates","Graduation Rate","# Total Adult Diploma","% Adult Diploma","# Total Advanced Diploma","% Advanced Diploma","# Total Alternative Diploma","% Alternative Diploma","# Total College and Career Ready Diploma","% College and Career Ready Diploma","# Total Standard Diploma","% Standard Diploma","# Total Adjusted Diploma","% Adjusted Diploma","# Certificates of Attendance","% Certificates of Attendance","# HSE","% HSE"
02435,"West Career & Technical Academy High School",2025-2026,2024-2025,346,338,>97,-,-,18,5.2,-,-,249,71.9,71,20.5,-,-,*,*,-,-
02601,"Boulder City High School",2014-2015,2013-2014,158,142,89.8,-,-,72,45.5,*,*,*,*,70,44.3,-,-,-,-,-,-
02601,"Boulder City High School",2015-2016,2014-2015,151,133,88.0,-,-,58,38.4,*,*,*,*,75,49.6,-,-,*,*,-,-
02601,"Boulder City High School",2016-2017,2015-2016,155,136,87.7,-,-,62,40.0,*,*,*,*,74,47.7,-,-,*,*,-,-
02601,"Boulder City High School",2017-2018,2016-2017,150,136,90.6,-,-,45,30.0,*,*,*,*,91,60.6,-,-,*,*,-,-
02601,"Boulder City High School",2018-2019,2017-2018,150,139,92.6,-,-,50,33.3,-,-,-,-,89,59.3,-,-,*,*,-,-
02601,"Boulder City High School",2019-2020,2018-2019,131,121,92.3,-,-,46,35.1,-,-,-,-,66,50.3,-,-,*,*,-,-
02601,"Boulder City High School",2020-2021,2019-2020,144,131,90.9,-,-,14,9.7,-,-,53,36.8,64,44.4,-,-,*,*,-,-
02601,"Boulder City High School",2021-2022,2020-2021,178,148,83.1,-,-,26,14.6,-,-,51,28.6,71,39.8,-,-,*,*,-,-
02601,"Boulder City High School",2022-2023,2021-2022,130,115,88.4,-,-,36,27.6,-,-,-,-,71,54.6,-,-,*,*,-,-
02601,"Boulder City High School",2023-2024,2022-2023,146,123,84.2,-,-,41,28.0,-,-,-,-,73,50.0,-,-,*,*,-,-
02601,"Boulder City High School",2024-2025,2023-2024,169,151,89.3,-,-,40,23.6,-,-,19,11.2,92,54.4,-,-,*,*,-,-
02601,"Boulder City High School",2025-2026,2024-2025,163,140,85.8,-,-,33,20.2,-,-,18,11.0,89,54.6,-,-,*,*,-,-
02602,"Moapa Valley Innovative High School",2014-2015,2013-2014,120,108,90.0,-,-,52,43.3,*,*,*,*,56,46.6,-,-,-,-,-,-
02602,"Moapa Valley Innovative High School",2015-2016,2014-2015,122,109,89.3,-,-,44,36.0,*,*,*,*,65,53.2,-,-,*,*,-,-
02602,"Moapa Valley Innovative High School",2016-2017,2015-2016,129,117,90.6,-,-,46,35.6,*,*,*,*,72,55.8,-,-,*,*,-,-
02602,"Moapa Valley Innovative High School",2017-2018,2016-2017,120,118,>95,-,-,54,45.0,*,*,*,*,64,53.3,-,-,*,*,-,-
02602,"Moapa Valley Innovative High School",2018-2019,2017-2018,132,126,>95,-,-,61,46.2,-,-,-,-,65,49.2,-,-,*,*,-,-
02602,"Moapa Valley Innovative High School",2019-2020,2018-2019,123,119,>95,-,-,23,18.6,-,-,34,27.6,62,50.4,-,-,*,*,-,-
02602,"Moapa Valley Innovative High School",2020-2021,2019-2020,113,111,>95,-,-,21,18.5,-,-,42,37.1,48,42.4,-,-,*,*,-,-
02602,"Moapa Valley Innovative High School",2021-2022,2020-2021,131,127,>95,-,-,15,11.4,-,-,46,35.1,66,50.3,-,-,*,*,-,-
02602,"Moapa Valley Innovative High School",2022-2023,2021-2022,117,116,>95,-,-,25,21.3,-,-,32,27.3,59,50.4,-,-,*,*,-,-
02602,"Moapa Valley Innovative High School",2023-2024,2022-2023,129,125,>95,-,-,-,-,-,-,42,32.5,74,57.3,-,-,*,*,-,-
02602,"Moapa Valley High School",2024-2025,2023-2024,153,147,>95,-,-,-,-,-,-,51,33.3,88,57.5,-,-,*,*,-,-
02602,"Moapa Valley High School",2025-2026,2024-2025,144,134,93.0,-,-,-,-,-,-,68,47.2,65,45.1,-,-,*,*,-,-
02603,"Virgin Valley High School",2014-2015,2013-2014,153,124,81.0,-,-,38,24.8,*,*,*,*,86,56.2,-,-,-,-,-,-
02603,"Virgin Valley High School",2015-2016,2014-2015,136,107,78.6,-,-,36,26.4,*,*,*,*,71,52.2,10,7.3,*,*,-,-
02603,"Virgin Valley High School",2016-2017,2015-2016,160,134,83.7,-,-,51,31.8,*,*,*,*,83,51.8,11,6.8,*,*,-,-
02603,"Virgin Valley High School",2017-2018,2016-2017,170,162,>95,-,-,56,32.9,*,*,*,*,106,62.3,-,-,*,*,-,-
02603,"Virgin Valley High School",2018-2019,2017-2018,185,162,87.5,-,-,72,38.9,-,-,-,-,90,48.6,-,-,*,*,-,-
02603,"Virgin Valley High School",2019-2020,2018-2019,167,154,92.2,-,-,33,19.7,-,-,42,25.1,79,47.3,-,-,*,*,-,-
02603,"Virgin Valley High School",2020-2021,2019-2020,173,159,91.9,-,-,37,21.3,-,-,46,26.5,76,43.9,-,-,*,*,-,-
02603,"Virgin Valley High School",2021-2022,2020-2021,173,140,80.9,-,-,27,15.6,-,-,41,23.6,72,41.6,-,-,*,*,-,-
02603,"Virgin Valley High School",2022-2023,2021-2022,207,170,82.1,-,-,57,27.5,-,-,11,5.3,102,49.2,-,-,*,*,-,-
02603,"Virgin Valley High School",2023-2024,2022-2023,211,169,80.0,-,-,59,27.9,-,-,13,6.1,97,45.9,-,-,*,*,-,-
02603,"Virgin Valley High School",2024-2025,2023-2024,192,176,91.6,-,-,65,33.8,-,-,21,10.9,90,46.8,-,-,*,*,-,-
02603,"Virgin Valley High School",2025-2026,2024-2025,194,184,94.8,-,-,72,37.1,-,-,20,10.3,88,45.3,-,-,*,*,-,-
02604,"Indian Springs High School",2014-2015,2013-2014,17,14,82.3,-,-,-,-,*,*,*,*,-,-,-,-,-,-,-,-
02604,"Indian Springs High School",2015-2016,2014-2015,15,15,>95,-,-,-,-,*,*,*,*,-,-,-,-,*,*,-,-
02604,"Indian Springs High School",2016-2017,2015-2016,19,16,84.2,-,-,-,-,*,*,*,*,11,57.8,-,-,*,*,-,-
02604,"Indian Springs High School",2017-2018,2016-2017,19,18,94.7,-,-,-,-,*,*,*,*,13,68.4,-,-,*,*,-,-
02604,"Indian Springs High School",2018-2019,2017-2018,24,23,>95,-,-,-,-,-,-,-,-,15,62.5,-,-,*,*,-,-
02604,"Indian Springs High School",2019-2020,2018-2019,18,18,>95,-,-,-,-,-,-,-,-,12,66.6,-,-,*,*,-,-
02604,"Indian Springs High School",2020-2021,2019-2020,11,11,>95,-,-,-,-,-,-,-,-,-,-,-,-,*,*,-,-
02604,"Indian Springs High School",2021-2022,2020-2021,14,12,85.7,-,-,-,-,-,-,-,-,-,-,-,-,*,*,-,-
02604,"Indian Springs High School",2022-2023,2021-2022,24,24,>95,-,-,-,-,-,-,-,-,15,62.5,-,-,*,*,-,-
02604,"Indian Springs High School",2023-2024,2022-2023,22,21,>95,-,-,-,-,-,-,-,-,11,50.0,-,-,*,*,-,-
02604,"Indian Springs High School",2024-2025,2023-2024,32,31,>95,-,-,-,-,-,-,11,34.3,16,50.0,-,-,*,*,-,-
02604,"Indian Springs High School",2025-2026,2024-2025,37,36,>95,-,-,-,-,-,-,13,35.1,14,37.8,-,-,*,*,-,-
02607,"Centennial High School",2014-2015,2013-2014,676,545,80.6,-,-,155,22.9,*,*,*,*,390,57.6,24,3.5,-,-,-,-
02607,"Centennial High School",2015-2016,2014-2015,722,618,85.5,-,-,186,25.7,*,*,*,*,432,59.8,25,3.4,*,*,-,-
02607,"Centennial High School",2016-2017,2015-2016,663,542,81.7,-,-,145,21.8,*,*,*,*,398,60.0,32,4.8,*,*,-,-
02607,"Centennial High School",2017-2018,2016-2017,761,684,89.8,-,-,196,25.7,*,*,*,*,488,64.1,-,-,*,*,-,-
02607,"Centennial High School",2018-2019,2017-2018,780,724,92.8,-,-,225,28.8,-,-,-,-,499,63.9,-,-,*,*,-,-
02607,"Centennial High School",2019-2020,2018-2019,723,667,92.2,-,-,207,28.6,-,-,29,4.0,431,59.6,-,-,*,*,-,-
02607,"Centennial High School",2020-2021,2019-2020,744,689,92.6,-,-,105,14.1,-,-,150,20.1,434,58.3,-,-,*,*,-,-
02607,"Centennial High School",2021-2022,2020-2021,686,620,90.3,-,-,139,20.2,-,-,78,11.3,403,58.7,-,-,*,*,-,-
02607,"Centennial High School",2022-2023,2021-2022,644,597,92.7,-,-,120,18.6,-,-,72,11.1,405,62.8,-,-,*,*,-,-
02607,"Centennial High School",2023-2024,2022-2023,648,590,91.0,-,-,131,20.2,-,-,70,10.8,389,60.0,-,-,*,*,-,-
02607,"Centennial High School",2024-2025,2023-2024,696,625,89.7,-,-,128,18.3,-,-,87,12.5,410,58.9,-,-,*,*,-,-
02607,"Centennial High School",2025-2026,2024-2025,799,735,91.9,-,-,136,17.0,-,-,120,15.0,478,59.8,-,-,*,*,-,-
02608,"Foothill High School",2014-2015,2013-2014,602,495,82.2,-,-,116,19.2,*,*,*,*,379,62.9,-,-,-,-,-,-
02608,"Foothill High School",2015-2016,2014-2015,673,532,79.0,-,-,138,20.5,*,*,*,*,394,58.5,25,3.7,*,*,-,-
02608,"Foothill High School",2016-2017,2015-2016,622,521,83.7,-,-,126,20.2,*,*,*,*,395,63.5,14,<3,*,*,-,-
02608,"Foothill High School",2017-2018,2016-2017,640,579,90.4,-,-,173,27.0,*,*,*,*,406,63.4,-,-,*,*,-,-
02608,"Foothill High School",2018-2019,2017-2018,634,590,93.0,-,-,183,28.8,-,-,-,-,407,64.1,-,-,*,*,-,-
02608,"Foothill High School",2019-2020,2018-2019,583,542,92.9,-,-,74,12.6,-,-,146,25.0,322,55.2,-,-,*,*,-,-
02608,"Foothill High School",2020-2021,2019-2020,612,558,91.1,-,-,51,8.3,-,-,173,28.2,333,54.4,-,-,*,*,-,-
02608,"Foothill High School",2021-2022,2020-2021,564,495,87.7,-,-,44,7.8,-,-,173,30.6,277,49.1,-,-,*,*,-,-
02608,"Foothill High School",2022-2023,2021-2022,528,471,89.2,-,-,27,5.1,-,-,155,29.3,287,54.3,-,-,*,*,-,-
02608,"Foothill High School",2023-2024,2022-2023,517,486,94.0,-,-,30,5.8,-,-,172,33.2,283,54.7,-,-,*,*,-,-
02608,"Foothill High School",2024-2025,2023-2024,493,441,89.4,-,-,23,4.6,-,-,161,32.6,252,51.1,-,-,*,*,-,-
02608,"Foothill High School",2025-2026,2024-2025,561,522,93.0,-,-,23,4.0,-,-,216,38.5,279,49.7,-,-,*,*,-,-
02609,"Institute for Integrated Studies at Desert Pines High School",2014-2015,2013-2014,481,285,59.2,-,-,36,7.4,*,*,*,*,249,51.7,38,7.9,-,-,-,-
02609,"Institute for Integrated Studies at Desert Pines High School",2015-2016,2014-2015,472,278,58.8,-,-,44,9.3,*,*,*,*,234,49.5,-,-,*,*,-,-
02609,"Institute for Integrated Studies at Desert Pines High School",2016-2017,2015-2016,537,341,63.5,-,-,47,8.7,*,*,*,*,294,54.7,38,7.0,*,*,-,-
02609,"Institute for Integrated Studies at Desert Pines High School",2017-2018,2016-2017,640,489,76.4,-,-,66,10.3,*,*,*,*,423,66.0,-,-,*,*,-,-
02609,"Institute for Integrated Studies at Desert Pines High School",2018-2019,2017-2018,543,457,84.1,-,-,68,12.5,-,-,-,-,389,71.6,-,-,*,*,-,-
02609,"Institute for Integrated Studies at Desert Pines High School",2019-2020,2018-2019,602,542,90.0,-,-,38,6.3,-,-,140,23.2,364,60.4,-,-,*,*,-,-
02609,"Institute for Integrated Studies at Desert Pines High School",2020-2021,2019-2020,704,610,86.6,-,-,-,-,-,-,201,28.5,402,57.1,-,-,*,*,-,-
02609,"Institute for Integrated Studies at Desert Pines High School",2021-2022,2020-2021,763,563,73.7,-,-,22,<3,-,-,174,22.8,367,48.0,-,-,*,*,-,-
02609,"Institute for Integrated Studies at Desert Pines High School",2022-2023,2021-2022,729,559,76.6,-,-,-,-,-,-,131,17.9,420,57.6,-,-,*,*,-,-
02609,"Institute for Integrated Studies at Desert Pines High School",2023-2024,2022-2023,667,571,85.6,-,-,-,-,-,-,158,23.6,408,61.1,-,-,*,*,-,-
02609,"Desert Pines High School",2024-2025,2023-2024,633,504,79.6,-,-,-,-,-,-,145,22.9,356,56.2,-,-,*,*,-,-
02609,"Desert Pines High School",2025-2026,2024-2025,697,595,85.3,-,-,-,-,-,-,210,30.1,384,55.0,16,<3,*,*,-,-
02611,"Sierra Vista High School",2014-2015,2013-2014,504,412,81.7,-,-,93,18.4,*,*,*,*,318,63.0,24,4.7,-,-,-,-
02611,"Sierra Vista High School",2015-2016,2014-2015,535,415,77.5,-,-,85,15.8,*,*,*,*,330,61.6,32,5.9,*,*,-,-
02611,"Sierra Vista High School",2016-2017,2015-2016,539,421,78.1,-,-,100,18.5,*,*,*,*,322,59.7,24,4.4,*,*,-,-
02611,"Sierra Vista High School",2017-2018,2016-2017,557,494,88.6,-,-,116,20.8,*,*,*,*,378,67.8,-,-,*,*,-,-
02611,"Sierra Vista High School",2018-2019,2017-2018,619,569,91.9,-,-,149,24.0,-,-,-,-,420,67.8,-,-,*,*,-,-
02611,"Sierra Vista High School",2019-2020,2018-2019,614,574,93.4,-,-,81,13.1,-,-,106,17.2,387,63.0,-,-,*,*,-,-
02611,"Sierra Vista High School",2020-2021,2019-2020,598,547,91.4,-,-,59,9.8,-,-,119,19.8,370,61.8,-,-,*,*,-,-
02611,"Sierra Vista High School",2021-2022,2020-2021,635,510,80.3,-,-,62,9.7,-,-,116,18.2,331,52.1,-,-,*,*,-,-
02611,"Sierra Vista High School",2022-2023,2021-2022,583,525,90.0,-,-,32,5.4,-,-,158,27.1,332,56.9,-,-,*,*,-,-
02611,"Sierra Vista High School",2023-2024,2022-2023,655,616,94.0,-,-,14,<3,-,-,198,30.2,396,60.4,-,-,*,*,-,-
02611,"Sierra Vista High School",2024-2025,2023-2024,728,676,92.8,-,-,10,<3,-,-,214,29.3,451,61.9,-,-,*,*,-,-
02611,"Sierra Vista High School",2025-2026,2024-2025,773,725,93.7,-,-,12,<3,-,-,268,34.6,438,56.6,-,-,*,*,-,-
02612,"Coronado High School",2014-2015,2013-2014,675,613,90.8,-,-,275,40.7,*,*,*,*,338,50.0,20,<3,-,-,-,-
02612,"Coronado High School",2015-2016,2014-2015,710,662,93.2,-,-,324,45.6,*,*,*,*,338,47.6,13,<3,*,*,-,-
02612,"Coronado High School",2016-2017,2015-2016,678,629,92.7,-,-,287,42.3,*,*,*,*,348,51.3,17,<3,*,*,-,-
02612,"Coronado High School",2017-2018,2016-2017,763,722,94.6,-,-,322,42.2,*,*,*,*,400,52.4,10,<3,*,*,-,-
02612,"Coronado High School",2018-2019,2017-2018,745,712,95.5,-,-,352,47.2,-,-,-,-,360,48.3,-,-,*,*,-,-
02612,"Coronado High School",2019-2020,2018-2019,794,766,96.4,-,-,90,11.3,-,-,335,42.1,340,42.8,-,-,*,*,-,-
02612,"Coronado High School",2020-2021,2019-2020,852,789,92.6,-,-,55,6.4,-,-,402,47.1,333,39.0,-,-,*,*,-,-
02612,"Coronado High School",2021-2022,2020-2021,880,792,90.0,-,-,37,4.2,-,-,458,52.0,296,33.6,-,-,*,*,-,-
02612,"Coronado High School",2022-2023,2021-2022,762,715,93.8,-,-,47,6.1,-,-,388,50.9,279,36.6,-,-,*,*,-,-
02612,"Coronado High School",2023-2024,2022-2023,834,763,91.4,-,-,235,28.1,-,-,242,29.0,286,34.2,-,-,*,*,-,-
02612,"Coronado High School",2024-2025,2023-2024,781,711,91.0,-,-,235,30.0,-,-,213,27.2,263,33.6,-,-,*,*,-,-
02612,"Coronado High School",2025-2026,2024-2025,792,746,94.1,-,-,241,30.4,-,-,238,30.0,262,33.0,-,-,*,*,-,-
02614,"Odyssey Charter High School",2014-2015,2013-2014,383,201,52.4,-,-,-,-,*,*,*,*,-,-,-,-,-,-,-,-
02614,"Odyssey Charter High School",2015-2016,2014-2015,442,260,58.8,-,-,40,9.0,*,*,*,*,222,50.2,14,3.1,*,*,-,-
02614,"Odyssey Charter High School",2016-2017,2015-2016,427,264,61.8,-,-,61,14.2,*,*,*,*,205,48.0,24,5.6,*,*,-,-
02614,"Odyssey Charter High School",2017-2018,2016-2017,465,371,79.7,-,-,83,17.8,*,*,*,*,288,61.9,-,-,*,*,-,-
02614,"Odyssey Charter High School",2018-2019,2017-2018,444,377,84.9,-,-,55,12.3,-,-,-,-,322,72.5,-,-,*,*,-,-
02614,"Odyssey Charter High School",2019-2020,2018-2019,428,386,90.1,-,-,49,11.4,-,-,57,13.3,280,65.4,-,-,*,*,-,-
02614,"Odyssey Charter High School",2020-2021,2019-2020,433,392,90.5,-,-,52,12.0,-,-,65,15.0,275,63.5,-,-,*,*,-,-
02614,"Odyssey Charter High School",2021-2022,2020-2021,483,445,92.1,-,-,97,20.0,-,-,38,7.8,310,64.1,-,-,*,*,-,-
02614,"Odyssey Charter High School",2022-2023,2021-2022,433,382,88.2,-,-,62,14.3,-,-,55,12.7,265,61.2,-,-,*,*,-,-
02614,"Odyssey Charter High School",2023-2024,2022-2023,441,411,93.1,-,-,61,13.8,-,-,80,18.1,270,61.2,-,-,*,*,-,-
02614,"Odyssey Charter Schools 9-12 High School",2024-2025,2023-2024,423,389,91.9,-,-,60,14.1,-,-,61,14.4,268,63.3,-,-,*,*,-,-
02614,"Odyssey Charter Schools 9-12 High School",2025-2026,2024-2025,478,445,93.0,-,-,51,10.6,-,-,80,16.7,314,65.6,-,-,*,*,-,-
02616,"Explore Knowledge Academy Charter Secondary",2014-2015,2013-2014,19,14,73.6,-,-,-,-,*,*,*,*,-,-,-,-,-,-,-,-
02616,"Explore Knowledge Academy Charter Secondary",2015-2016,2014-2015,10,-,-,-,-,-,-,*,*,*,*,-,-,-,-,*,*,-,-
02616,"Explore Knowledge Academy Charter Secondary",2016-2017,2015-2016,13,12,92.3,-,-,-,-,*,*,*,*,-,-,-,-,*,*,-,-
02616,"Explore Knowledge Academy Charter Secondary",2017-2018,2016-2017,21,16,76.1,-,-,-,-,*,*,*,*,10,47.6,-,-,*,*,-,-
02616,"Explore Knowledge Academy Charter Secondary",2018-2019,2017-2018,20,19,95.0,-,-,-,-,-,-,-,-,12,60.0,-,-,*,*,-,-
02616,"Explore Knowledge Academy Charter Secondary",2019-2020,2018-2019,26,25,>95,-,-,-,-,-,-,-,-,14,53.8,-,-,*,*,-,-
02616,"Explore Knowledge Academy Charter Secondary",2020-2021,2019-2020,26,26,>95,-,-,-,-,-,-,11,42.3,11,42.3,-,-,*,*,-,-
02616,"Explore Knowledge Academy Charter Secondary",2021-2022,2020-2021,15,15,>95,-,-,-,-,-,-,-,-,-,-,-,-,*,*,-,-
02616,"Explore Knowledge Academy Charter Secondary",2022-2023,2021-2022,25,25,>95,-,-,-,-,-,-,-,-,14,56.0,-,-,*,*,-,-
02616,"Explore Knowledge Academy Charter Secondary",2023-2024,2022-2023,21,20,>95,-,-,-,-,-,-,-,-,11,52.3,-,-,*,*,-,-
02616,"Explore Knowledge Academy JR/SR High School",2024-2025,2023-2024,22,21,>95,-,-,-,-,-,-,-,-,11,50.0,-,-,*,*,-,-
02616,"Explore Knowledge Academy JR/SR High School",2025-2026,2024-2025,24,24,>95,-,-,-,-,-,-,16,66.6,-,-,-,-,*,*,-,-
02618,"Arbor View High School",2014-2015,2013-2014,619,528,85.2,-,-,100,16.1,*,*,*,*,428,69.1,17,<3,-,-,-,-
02618,"Arbor View High School",2015-2016,2014-2015,619,518,83.6,-,-,111,17.9,*,*,*,*,407,65.7,18,<3,*,*,-,-
02618,"Arbor View High School",2016-2017,2015-2016,642,579,90.1,-,-,135,21.0,*,*,*,*,444,69.1,25,3.8,*,*,-,-
02618,"Arbor View High School",2017-2018,2016-2017,693,639,92.2,-,-,125,18.0,*,*,*,*,514,74.1,-,-,*,*,-,-
02618,"Arbor View High School",2018-2019,2017-2018,735,692,94.1,-,-,184,25.0,-,-,-,-,508,69.1,-,-,*,*,-,-
02618,"Arbor View High School",2019-2020,2018-2019,758,719,94.8,-,-,191,25.1,-,-,71,9.3,457,60.2,-,-,*,*,-,-
02618,"Arbor View High School",2020-2021,2019-2020,769,726,94.4,-,-,103,13.3,-,-,153,19.8,470,61.1,-,-,*,*,-,-
02618,"Arbor View High School",2021-2022,2020-2021,798,749,93.8,-,-,104,13.0,-,-,195,24.4,446,55.8,-,-,*,*,-,-
02618,"Arbor View High School",2022-2023,2021-2022,791,750,94.8,-,-,142,17.9,-,-,179,22.6,426,53.8,-,-,*,*,-,-
02618,"Arbor View High School",2023-2024,2022-2023,738,710,96.2,-,-,128,17.3,-,-,193,26.1,389,52.7,-,-,*,*,-,-
02618,"Arbor View High School",2024-2025,2023-2024,794,749,94.3,-,-,121,15.2,-,-,160,20.1,462,58.1,-,-,*,*,-,-
02618,"Arbor View High School",2025-2026,2024-2025,808,751,92.9,-,-,99,12.2,-,-,215,26.6,435,53.8,-,-,*,*,-,-
02619,"Legacy High School",2014-2015,2013-2014,680,507,74.5,-,-,107,15.7,*,*,*,*,400,58.8,44,6.4,-,-,-,-
02619,"Legacy High School",2015-2016,2014-2015,591,441,74.6,-,-,89,15.0,*,*,*,*,352,59.5,45,7.6,*,*,-,-
02619,"Legacy High School",2016-2017,2015-2016,600,453,75.5,-,-,76,12.6,*,*,*,*,377,62.8,55,9.1,*,*,-,-
02619,"Legacy High School",2017-2018,2016-2017,624,547,87.6,-,-,91,14.5,*,*,*,*,456,73.0,18,<3,*,*,-,-
02619,"Legacy High School",2018-2019,2017-2018,615,542,88.1,-,-,88,14.3,-,-,-,-,454,73.8,-,-,*,*,-,-
02619,"Legacy High School",2019-2020,2018-2019,650,582,89.5,-,-,113,17.3,-,-,20,3.0,449,69.0,-,-,*,*,-,-
02619,"Legacy High School",2020-2021,2019-2020,675,585,86.6,-,-,90,13.3,-,-,39,5.7,456,67.5,-,-,*,*,-,-
02619,"Legacy High School",2021-2022,2020-2021,706,596,84.4,-,-,135,19.1,-,-,19,<3,442,62.6,-,-,*,*,-,-
02619,"Legacy High School",2022-2023,2021-2022,642,535,83.3,-,-,59,9.1,-,-,85,13.2,391,60.9,-,-,*,*,-,-
02619,"Legacy High School",2023-2024,2022-2023,643,536,83.3,-,-,58,9.0,-,-,113,17.5,364,56.6,-,-,*,*,-,-
02619,"Legacy High School",2024-2025,2023-2024,659,538,81.6,-,-,22,3.3,-,-,106,16.0,410,62.2,-,-,*,*,-,-
02619,"Legacy High School",2025-2026,2024-2025,727,672,92.4,-,-,56,7.7,11,<3,120,16.5,485,66.7,-,-,*,*,-,-
02620,"Northwest Career and Technical Academy",2014-2015,2013-2014,426,422,>97,-,-,188,44.1,*,*,*,*,234,54.9,-,-,-,-,-,-
02620,"Northwest Career and Technical Academy",2015-2016,2014-2015,398,393,>97,-,-,197,49.4,*,*,*,*,196,49.2,-,-,*,*,-,-
02620,"Northwest Career and Technical Academy",2016-2017,2015-2016,432,428,>97,-,-,225,52.0,*,*,*,*,204,47.2,-,-,*,*,-,-
02620,"Northwest Career and Technical Academy",2017-2018,2016-2017,408,408,>97,-,-,196,48.0,*,*,*,*,212,51.9,-,-,*,*,-,-
02620,"Northwest Career and Technical Academy",2018-2019,2017-2018,385,383,>97,-,-,202,52.4,-,-,-,-,181,47.0,-,-,*,*,-,-
02620,"Northwest Career and Technical Academy",2019-2020,2018-2019,397,394,>97,-,-,-,-,-,-,249,62.7,144,36.2,-,-,*,*,-,-
02620,"Northwest Career and Technical Academy",2020-2021,2019-2020,389,388,>97,-,-,-,-,-,-,267,68.6,121,31.1,-,-,*,*,-,-
02620,"Northwest Career and Technical Academy",2021-2022,2020-2021,428,427,>97,-,-,-,-,-,-,312,72.8,115,26.8,-,-,*,*,-,-
02620,"Northwest Career and Technical Academy",2022-2023,2021-2022,419,419,>97,-,-,-,-,-,-,294,70.1,125,29.8,-,-,*,*,-,-
02620,"Northwest Career and Technical Academy",2023-2024,2022-2023,406,404,>97,-,-,-,-,-,-,283,69.7,121,29.8,-,-,*,*,-,-
02620,"Northwest Career and Technical Academy High School",2024-2025,2023-2024,439,439,>97,-,-,12,<3,-,-,310,70.6,117,26.6,-,-,*,*,-,-
02620,"Northwest Career and Technical Academy High School",2025-2026,2024-2025,392,389,>97,-,-,-,-,-,-,279,71.1,110,28.0,-,-,*,*,-,-
02621,"Delta Academy",2014-2015,2013-2014,75,12,16.0,-,-,-,-,*,*,*,*,-,-,-,-,-,-,-,-
02621,"Delta Academy",2015-2016,2014-2015,128,22,17.1,-,-,-,-,*,*,*,*,22,17.1,-,-,*,*,-,-
02621,"Delta Academy",2016-2017,2015-2016,144,27,18.7,-,-,-,-,*,*,*,*,24,16.6,-,-,*,*,-,-
02621,"Delta Academy",2017-2018,2016-2017,129,42,32.5,-,-,-,-,*,*,*,*,39,30.2,-,-,*,*,-,-
02621,"Delta Academy",2018-2019,2017-2018,109,71,65.1,-,-,-,-,-,-,-,-,63,57.7,-,-,*,*,-,-
02621,"Delta Academy",2019-2020,2018-2019,98,72,73.4,-,-,-,-,-,-,-,-,65,66.3,-,-,*,*,-,-
02621,"Delta Academy",2020-2021,2019-2020,148,110,74.3,-,-,13,8.7,-,-,-,-,97,65.5,-,-,*,*,-,-
02621,"Delta Academy",2021-2022,2020-2021,201,118,58.7,-,-,14,6.9,-,-,-,-,102,50.7,-,-,*,*,-,-
02621,"Delta Academy",2022-2023,2021-2022,218,150,68.8,-,-,-,-,-,-,-,-,140,64.2,-,-,*,*,-,-
02621,"Delta Academy",2023-2024,2022-2023,276,218,78.9,-,-,29,10.5,-,-,-,-,185,67.0,-,-,*,*,-,-
02621,"The Delta Academy JR/SR High School",2024-2025,2023-2024,267,208,77.9,-,-,19,7.1,-,-,-,-,181,67.7,-,-,*,*,-,-
02621,"The Delta Academy JR/SR High School",2025-2026,2024-2025,395,332,84.0,-,-,41,10.3,-,-,12,3.0,279,70.6,-,-,*,*,-,-
02623,"Desert Oasis High School",2014-2015,2013-2014,538,408,75.8,-,-,94,17.4,*,*,*,*,314,58.3,30,5.5,-,-,-,-
02623,"Desert Oasis High School",2015-2016,2014-2015,499,382,76.5,-,-,64,12.8,*,*,*,*,318,63.7,23,4.6,*,*,-,-
02623,"Desert Oasis High School",2016-2017,2015-2016,519,412,79.3,-,-,104,20.0,*,*,*,*,310,59.7,22,4.2,*,*,-,-
02623,"Desert Oasis High School",2017-2018,2016-2017,623,518,83.1,-,-,112,17.9,*,*,*,*,406,65.1,-,-,*,*,-,-
02623,"Desert Oasis High School",2018-2019,2017-2018,682,609,89.2,-,-,137,20.0,-,-,-,-,471,69.0,-,-,*,*,-,-
02623,"Desert Oasis High School",2019-2020,2018-2019,756,686,90.7,-,-,103,13.6,-,-,142,18.7,441,58.3,-,-,*,*,-,-
02623,"Desert Oasis High School",2020-2021,2019-2020,783,712,90.9,-,-,96,12.2,-,-,174,22.2,442,56.4,-,-,*,*,-,-
02623,"Desert Oasis High School",2021-2022,2020-2021,795,704,88.5,-,-,123,15.4,-,-,177,22.2,404,50.8,-,-,*,*,-,-
02623,"Desert Oasis High School",2022-2023,2021-2022,783,697,89.0,-,-,102,13.0,-,-,173,22.0,422,53.8,-,-,*,*,-,-
02623,"Desert Oasis High School",2023-2024,2022-2023,774,689,89.0,-,-,81,10.4,-,-,173,22.3,435,56.2,-,-,*,*,-,-
02623,"Desert Oasis High School",2024-2025,2023-2024,790,713,90.2,-,-,90,11.3,-,-,156,19.7,467,59.1,-,-,*,*,-,-
02623,"Desert Oasis High School",2025-2026,2024-2025,801,770,96.1,-,-,123,15.3,-,-,158,19.7,489,61.0,-,-,*,*,-,-
